customer_id,ultima_compra,primera_compra,numero_de_compras,monetary,recency,dias_entre_pedidos,tasa_devolucion,invoice,target,cluster,prob_recompra,segmento_prob,nombre_cluster
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,230,0.0,0.0,1,0,0,0.36814973,media,Diamante
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,119,0.0,0.0,1,0,0,0.503252,media,Diamante
12402,2011-01-20 13:49:00,2010-02-07 12:41:00,7,1244.15,139,57.833333333333336,0.14285714285714285,7,0,2,0.4477424,media,Desconectados
12403,2010-07-06 11:39:00,2010-07-06 11:39:00,1,591.6600000000001,338,0.0,0.3333333333333333,1,1,1,0.9631167,alta,Indecisos
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,498,0.0,0.0,1,0,0,0.032380268,baja,Diamante
12406,2011-06-09 10:23:00,2010-01-11 14:04:00,5,4412.71,0,128.25,0.2857142857142857,5,1,2,0.9661934,alta,Desconectados
12407,2011-04-18 12:25:00,2011-03-20 13:21:00,2,495.96,52,28.0,0.0,2,1,0,0.7261267,alta,Diamante
12408,2011-04-08 17:08:00,2010-07-29 13:27:00,9,2245.33,61,31.625,0.42857142857142855,9,1,1,0.95753676,alta,Indecisos
12409,2010-10-15 10:24:00,2010-05-23 15:21:00,6,12033.539999999999,237,28.8,0.46153846153846156,6,1,1,0.9672477,alta,Indecisos
12410,2011-02-11 15:47:00,2010-07-25 13:26:00,4,1001.46,117,67.0,0.25,4,0,1,0.3005387,media,Indecisos
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,226,0.0,0.0,1,0,0,0.20218755,baja,Diamante
12412,2010-11-02 17:02:00,2010-06-18 13:22:00,5,1354.15,218,34.25,0.25,5,1,1,0.7228303,alta,Indecisos
12413,2011-04-17 15:33:00,2010-11-02 13:26:00,5,741.3,52,41.5,0.3333333333333333,5,1,1,0.7260268,alta,Indecisos
12414,2011-05-06 14:51:00,2010-09-02 12:22:00,8,692.41,33,35.142857142857146,0.25,8,0,1,0.27252266,baja,Indecisos
12415,2011-05-20 14:13:00,2010-06-30 08:30:00,16,69834.04,19,21.6,0.15151515151515152,16,1,3,0.99443686,alta,Oro
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,473,0.0,0.0,1,0,0,0.026100654,baja,Diamante
12417,2011-06-05 15:46:00,2009-12-06 10:30:00,22,4957.83,3,26.0,0.25925925925925924,22,1,3,0.9950126,alta,Oro
12418,2010-10-22 10:29:00,2010-03-19 14:47:00,4,1348.37,230,72.0,0.2,4,1,1,0.84781665,alta,Indecisos
12419,2010-11-19 10:04:00,2010-10-22 10:40:00,2,503.01,202,27.0,0.0,2,0,0,0.27560857,baja,Diamante
12421,2011-01-24 15:09:00,2010-07-22 13:57:00,4,444.01,135,62.0,0.25,4,1,1,0.24686047,baja,Indecisos
12422,2011-01-19 09:13:00,2009-12-18 12:44:00,19,3554.29,141,22.0,0.19047619047619047,19,1,3,0.7287338,alta,Oro
12423,2011-06-01 09:26:00,2010-08-31 09:31:00,8,2214.77,8,39.0,0.09090909090909091,8,1,3,0.98099697,alta,Oro
12424,2010-10-13 10:29:00,2009-12-07 14:43:00,5,1528.82,239,77.25,0.42857142857142855,5,1,1,0.87293756,alta,Indecisos
12425,2010-10-05 14:50:00,2010-09-17 14:10:00,2,903.61,246,18.0,0.3333333333333333,2,1,1,0.98476624,alta,Indecisos
12426,2011-05-29 12:26:00,2010-02-15 08:41:00,3,1311.41,11,234.0,0.3333333333333333,3,0,2,0.1832464,baja,Desconectados
12427,2010-12-23 10:20:00,2010-12-03 10:44:00,2,246.55,168,19.0,0.4,2,1,1,0.98580325,alta,Indecisos
12428,2011-04-11 10:04:00,2011-03-01 09:33:00,8,6236.2300000000005,59,5.857142857142857,0.25,8,1,3,0.98322624,alta,Oro
12429,2011-04-26 11:44:00,2010-06-11 13:28:00,7,4123.09,44,53.0,0.1111111111111111,7,1,3,0.96449405,alta,Oro
12431,2011-06-02 09:57:00,2010-01-15 09:04:00,24,7002.9,7,21.869565217391305,0.18181818181818182,24,1,3,0.99782795,alta,Oro
12433,2010-12-08 16:49:00,2010-08-20 09:23:00,6,7052.99,182,22.0,0.09090909090909091,6,1,3,0.9856376,alta,Oro
12434,2011-04-04 09:57:00,2010-11-23 13:38:00,4,542.59,66,43.666666666666664,0.4,4,1,1,0.9124069,alta,Indecisos
12435,2011-03-17 07:40:00,2009-12-02 13:58:00,5,10075.03,84,117.25,0.0,5,1,2,0.82798654,alta,Desconectados
12437,2011-05-25 10:08:00,2009-12-02 16:24:00,37,9418.53,15,14.944444444444445,0.1702127659574468,37,1,3,0.9943904,alta,Oro
12439,2010-01-26 12:11:00,2009-12-14 08:40:00,3,1089.18,499,21.5,0.3333333333333333,3,0,1,0.10491477,baja,Indecisos
12440,2010-09-08 15:57:00,2009-12-22 12:03:00,3,768.15,273,130.0,0.3333333333333333,3,0,1,0.05913941,baja,Indecisos
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,183,0.0,0.0,1,0,0,0.24022728,baja,Diamante
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,548,0.0,0.0,1,0,0,0.10816883,baja,Diamante
12445,2010-11-04 18:11:00,2010-10-15 12:28:00,2,293.08000000000004,216,20.0,0.3333333333333333,2,1,1,0.9810199,alta,Indecisos
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,59,0.0,0.0,1,0,0,0.40240628,media,Diamante
12449,2011-06-05 15:37:00,2010-09-27 09:37:00,3,1627.53,3,125.5,0.0,3,1,2,0.963684,alta,Desconectados
12450,2010-11-05 16:27:00,2010-08-22 13:11:00,5,469.07,215,18.75,0.2857142857142857,5,1,1,0.7057917,alta,Indecisos
12451,2011-05-05 17:34:00,2010-06-28 12:58:00,6,8920.83,34,62.2,0.2,6,1,3,0.9680521,alta,Oro
12454,2010-11-09 10:09:00,2010-01-26 16:24:00,7,4292.71,212,47.666666666666664,0.4444444444444444,7,1,1,0.865585,alta,Indecisos
12455,2011-06-03 11:33:00,2009-12-18 12:33:00,7,5376.39,6,88.5,0.0,7,1,2,0.9883067,alta,Desconectados
12456,2011-03-30 09:12:00,2011-03-30 09:12:00,1,940.1700000000001,71,0.0,0.25,1,1,1,0.9898413,alta,Indecisos
12457,2011-04-20 10:10:00,2010-09-30 17:59:00,7,1396.8799999999999,50,33.5,0.42857142857142855,7,1,1,0.85478354,alta,Indecisos
12458,2011-02-28 10:55:00,2010-08-09 10:33:00,3,1272.01,101,101.5,0.0,3,1,2,0.5597221,media,Desconectados
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,421,0.0,0.0,1,0,0,0.23244286,baja,Diamante
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,272,0.0,0.0,1,0,0,0.6563559,media,Diamante
12462,2011-02-18 12:21:00,2011-02-09 14:44:00,2,741.3100000000001,111,8.0,0.5,2,1,1,0.8224208,alta,Indecisos
12463,2011-05-24 17:30:00,2011-04-12 12:47:00,4,636.55,15,14.0,0.42857142857142855,4,1,1,0.98095405,alta,Indecisos
12464,2011-05-23 11:49:00,2011-02-03 13:30:00,4,544.8499999999999,17,36.0,0.0,4,1,2,0.8640169,alta,Desconectados
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,498,0.0,0.0,1,0,0,0.018746912,baja,Diamante
12467,2010-11-18 15:53:00,2010-10-12 15:41:00,2,0.0,202,37.0,0.5,2,0,1,0.011901124,baja,Indecisos
12468,2011-06-05 11:36:00,2010-01-19 12:13:00,9,3630.05,4,62.625,0.5,9,1,1,0.92095256,alta,Indecisos
12469,2010-07-05 12:40:00,2010-06-21 10:30:00,2,3070.54,339,14.0,0.0,2,0,0,0.017877558,baja,Diamante
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,506,0.0,0.0,1,0,0,0.018086841,baja,Diamante
12471,2011-05-19 12:15:00,2009-12-02 14:43:00,105,26918.13,21,5.115384615384615,0.3875968992248062,105,1,3,0.99116397,alta,Oro
12472,2011-03-30 15:12:00,2009-12-09 10:47:00,30,11995.17,70,16.413793103448278,0.4864864864864865,30,1,3,0.9934355,alta,Oro
12473,2011-06-07 15:37:00,2011-06-01 10:15:00,3,585.23,1,3.0,0.4444444444444444,3,1,1,0.9488445,alta,Indecisos
12474,2011-05-23 17:20:00,2010-02-11 09:41:00,39,7472.39,16,12.263157894736842,0.42592592592592593,39,1,3,0.9962446,alta,Oro
12475,2010-10-26 08:49:00,2010-10-26 08:49:00,1,426.26,226,0.0,0.0,1,1,0,0.4867727,media,Diamante
12476,2011-05-20 09:34:00,2010-07-26 09:04:00,28,9489.99,20,11.037037037037036,0.39473684210526316,28,1,3,0.984444,alta,Oro
12477,2011-04-14 13:59:00,2010-03-26 14:01:00,6,11629.4,55,76.6,0.25,6,1,3,0.9651762,alta,Oro
12480,2011-03-17 13:23:00,2010-07-20 13:21:00,6,3740.7400000000002,83,48.0,0.125,6,1,3,0.94387865,alta,Oro
12481,2011-05-19 08:27:00,2010-04-11 13:10:00,15,9545.38,21,28.714285714285715,0.16666666666666666,15,1,3,0.95069957,alta,Oro
12482,2010-09-16 12:20:00,2010-02-24 10:24:00,32,21893.53,266,6.580645161290323,0.09375,32,0,3,0.14514095,baja,Oro
12483,2011-06-09 12:20:00,2010-01-31 13:28:00,22,3753.9500000000003,0,23.476190476190474,0.2962962962962963,22,1,3,0.99131596,alta,Oro
12484,2011-03-07 11:41:00,2009-12-03 10:57:00,10,2909.1,94,51.0,0.25,10,1,3,0.96910536,alta,Oro
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,345,0.0,0.0,1,0,0,0.3923757,media,Diamante
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,248,0.0,0.0,1,0,0,0.074543476,baja,Diamante
12487,2009-12-09 11:36:00,2009-12-09 09:16:00,2,259.79999999999995,547,0.0,0.5,2,0,1,0.0117583675,baja,Indecisos
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,152,0.0,0.0,1,0,0,0.17614917,baja,Diamante
12490,2011-05-09 09:47:00,2009-12-01 12:52:00,14,5596.43,31,40.23076923076923,0.045454545454545456,14,1,3,0.9956644,alta,Oro
12492,2010-11-01 14:58:00,2010-11-01 14:58:00,1,452.0,219,0.0,0.0,1,1,0,0.3158066,media,Diamante
12493,2011-05-31 13:45:00,2011-05-26 14:53:00,2,215.55,8,4.0,0.3333333333333333,2,1,1,0.9938684,alta,Indecisos
12494,2011-05-27 13:49:00,2010-05-12 13:52:00,12,1231.16,12,34.45454545454545,0.47058823529411764,12,1,1,0.9695209,alta,Indecisos
12495,2010-03-15 10:20:00,2010-03-09 10:53:00,2,323.4,451,5.0,0.5,2,0,1,0.019272693,baja,Indecisos
12496,2010-03-29 14:06:00,2010-03-29 13:57:00,2,45.34,436,0.0,0.0,2,0,0,0.052917883,baja,Diamante
12497,2010-11-04 12:31:00,2010-01-26 17:21:00,3,5168.650000000001,217,140.5,0.25,3,1,2,0.8095277,alta,Desconectados
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,393.72,376,0.0,0.0,1,0,0,0.18220183,baja,Diamante
12500,2011-03-18 09:55:00,2010-02-04 15:05:00,16,2876.2400000000002,83,27.066666666666666,0.24,16,1,3,0.9685582,alta,Oro
12501,2011-01-28 13:54:00,2011-01-07 12:28:00,2,2089.68,131,21.0,0.5,2,0,1,0.11179144,baja,Indecisos
12502,2011-05-06 08:19:00,2011-02-03 10:41:00,3,1842.65,34,45.5,0.0,3,1,2,0.859038,alta,Desconectados
12503,2011-01-06 11:51:00,2010-05-04 13:59:00,2,0.0,154,246.0,0.5,2,0,1,0.02468683,baja,Indecisos
12504,2010-10-18 15:09:00,2010-04-22 10:24:00,2,297.0,233,179.0,0.3333333333333333,2,1,1,0.98959047,alta,Indecisos
12505,2011-02-11 13:39:00,2010-10-27 09:18:00,3,908.0,117,53.5,0.6666666666666666,3,0,1,0.059716262,baja,Indecisos
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,49,0.0,0.0,1,0,0,0.30705637,media,Diamante
12507,2011-02-14 09:24:00,2010-05-04 09:23:00,2,985.41,115,286.0,0.2,2,1,2,0.98881835,alta,Desconectados
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,100,0.0,0.0,1,0,0,0.36494613,media,Diamante
12510,2011-01-18 14:04:00,2009-12-04 13:47:00,15,3387.81,141,29.285714285714285,0.4375,15,1,3,0.8734522,alta,Oro
12511,2010-10-21 10:58:00,2010-10-07 10:39:00,2,3065.77,231,14.0,0.5,2,0,1,0.06325999,baja,Indecisos
12514,2011-03-17 16:38:00,2010-03-08 12:18:00,2,1597.76,83,374.0,0.0,2,0,2,0.03337189,baja,Desconectados
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,169,0.0,0.0,1,0,0,0.31272727,media,Diamante
12516,2010-10-05 09:43:00,2010-04-19 14:14:00,2,1336.56,247,168.0,0.0,2,1,2,0.5164767,media,Desconectados
12517,2011-06-02 15:13:00,2011-06-02 15:13:00,1,749.7,6,0.0,0.16666666666666666,1,1,1,0.9897976,alta,Indecisos
12519,2010-09-01 14:40:00,2010-08-20 08:21:00,2,354.35,280,12.0,0.3333333333333333,2,1,1,0.9654179,alta,Indecisos
12520,2011-05-19 09:37:00,2011-03-11 11:35:00,4,1645.81,21,22.666666666666668,0.16666666666666666,4,1,1,0.9955082,alta,Indecisos
12523,2011-04-01 09:19:00,2009-12-02 10:28:00,21,2955.67,69,24.2,0.23333333333333334,21,1,3,0.977238,alta,Oro
12524,2011-05-19 12:24:00,2010-02-08 14:41:00,15,9439.02,21,33.142857142857146,0.05555555555555555,15,1,3,0.856201,alta,Oro
12525,2010-08-05 18:09:00,2009-12-04 10:10:00,8,835.1800000000001,307,34.857142857142854,0.625,8,0,1,0.10583908,baja,Indecisos
12527,2011-02-18 09:41:00,2010-06-28 15:37:00,4,671.72,111,78.0,0.0,4,1,2,0.72015667,alta,Desconectados
12528,2011-03-25 13:37:00,2011-01-31 09:05:00,3,765.46,75,26.5,0.25,3,1,1,0.929287,alta,Indecisos
12529,2010-07-05 09:35:00,2010-06-29 13:10:00,2,311.78000000000003,339,5.0,0.5,2,0,1,0.12983808,baja,Indecisos
12530,2011-04-20 09:31:00,2010-03-07 14:37:00,9,2871.23,50,51.0,0.25,9,1,3,0.98677397,alta,Oro
12531,2010-01-28 10:43:00,2010-01-22 14:17:00,2,1773.83,497,5.0,0.3333333333333333,2,1,1,0.9343121,alta,Indecisos
12533,2010-03-31 10:24:00,2009-12-01 11:50:00,6,1149.99,435,23.8,0.6666666666666666,6,0,1,0.13331816,baja,Indecisos
12535,2011-06-06 12:47:00,2011-06-06 12:47:00,1,371.45,3,0.0,0.0,1,1,0,0.7298434,alta,Diamante
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,732.94,225,0.0,0.0,1,0,0,0.41853815,media,Diamante
12538,2010-11-26 13:02:00,2010-11-26 13:02:00,1,276.5,194,0.0,0.0,1,1,0,0.48348507,media,Diamante
12539,2011-03-22 16:00:00,2009-12-23 13:00:00,7,8448.24,78,75.66666666666667,0.125,7,1,3,0.9193911,alta,Oro
12540,2011-06-06 16:23:00,2009-12-07 16:56:00,25,15235.07,2,22.708333333333332,0.08333333333333333,25,1,3,0.99790394,alta,Oro
12541,2011-03-04 09:32:00,2011-03-04 09:32:00,1,312.4,97,0.0,0.0,1,1,0,0.43054172,media,Diamante
12542,2010-08-12 19:12:00,2010-03-09 16:26:00,4,423.38,300,52.0,0.5,4,0,1,0.060831837,baja,Indecisos
12543,2010-09-17 15:51:00,2010-09-17 15:51:00,1,980.25,264,0.0,0.0,1,0,0,0.08672942,baja,Diamante
12545,2011-03-25 12:04:00,2011-03-25 12:04:00,1,628.15,76,0.0,0.0,1,1,0,0.4760504,media,Diamante
12547,2011-05-26 12:38:00,2010-07-27 13:55:00,3,383.58,14,151.0,0.0,3,0,2,0.60877466,media,Desconectados
12549,2010-05-13 12:05:00,2010-01-11 12:29:00,6,1575.68,392,24.2,0.0,6,0,0,0.22853605,baja,Diamante
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,174,0.0,0.0,1,0,0,0.07405602,baja,Diamante
12553,2011-05-19 12:29:00,2010-10-12 13:35:00,11,2594.89,21,21.8,0.29411764705882354,11,1,3,0.98835945,alta,Oro
12554,2010-09-17 12:29:00,2010-09-17 12:29:00,1,468.5,265,0.0,0.0,1,0,0,0.35263747,media,Diamante
12555,2010-01-26 16:26:00,2010-01-26 16:26:00,1,129.23,498,0.0,0.0,1,0,0,0.019699395,baja,Diamante
12557,2011-03-28 16:41:00,2009-12-17 10:39:00,6,10959.800000000001,72,93.2,0.0,6,1,2,0.8159023,alta,Desconectados
12559,2011-02-02 09:49:00,2011-01-24 10:12:00,3,536.21,127,4.0,0.3333333333333333,3,0,1,0.30039743,media,Indecisos
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,119,0.0,0.0,1,0,0,0.15760152,baja,Diamante
12562,2011-05-25 12:44:00,2010-09-30 13:13:00,3,1630.14,15,118.0,0.0,3,1,2,0.9215492,alta,Desconectados
12563,2010-10-27 09:52:00,2010-10-27 09:52:00,1,249.24,225,0.0,0.0,1,0,0,0.270961,baja,Diamante
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,77,0.0,0.0,1,0,0,0.17966022,baja,Diamante
12565,2011-03-03 11:43:00,2011-02-24 10:34:00,2,131.17,98,7.0,0.5,2,0,1,0.049121957,baja,Indecisos
12567,2011-06-08 09:16:00,2010-02-11 10:30:00,13,6507.16,1,40.083333333333336,0.11764705882352941,13,1,3,0.9963104,alta,Oro
12568,2010-03-05 09:15:00,2010-03-05 09:15:00,1,70.0,461,0.0,0.0,1,0,0,0.04691255,baja,Diamante
12569,2011-06-09 09:36:00,2011-04-01 13:47:00,7,1282.76,0,11.333333333333334,0.08571428571428572,7,1,3,0.9907884,alta,Oro
12570,2010-01-26 17:28:00,2010-01-26 17:28:00,1,77.52,498,0.0,0.0,1,0,0,0.026592584,baja,Diamante
12573,2011-04-26 15:52:00,2010-08-31 17:25:00,5,717.41,43,59.25,0.0,5,0,2,0.7185764,alta,Desconectados
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,132,0.0,0.0,1,0,0,0.2304044,baja,Diamante
12575,2010-09-08 13:09:00,2010-07-01 09:15:00,2,622.8199999999999,273,69.0,0.0,2,0,0,0.071462296,baja,Diamante
12576,2011-05-05 15:08:00,2010-07-01 13:46:00,7,1198.54,34,51.333333333333336,0.2727272727272727,7,1,1,0.82039917,alta,Indecisos
12577,2010-12-15 16:21:00,2009-12-03 19:31:00,6,1186.3899999999999,175,75.2,0.1111111111111111,6,1,2,0.9129954,alta,Desconectados
12578,2011-01-27 10:01:00,2010-09-22 11:19:00,6,3386.6,133,25.2,0.42857142857142855,6,1,1,0.93428886,alta,Indecisos
12580,2011-04-07 10:24:00,2010-05-12 11:45:00,2,1052.9,63,329.0,0.0,2,0,2,0.08771908,baja,Desconectados
12582,2011-04-15 08:45:00,2010-05-11 09:55:00,4,1980.4,55,112.66666666666667,0.0,4,0,2,0.7295571,alta,Desconectados
12583,2011-05-23 09:48:00,2009-12-06 11:57:00,19,9326.09,17,29.555555555555557,0.12903225806451613,19,1,3,0.9299683,alta,Oro
12584,2011-06-07 13:00:00,2011-03-04 15:15:00,3,612.84,1,47.0,0.5,3,1,1,0.85749483,alta,Indecisos
12585,2011-04-19 13:39:00,2010-12-23 12:58:00,4,1982.81,50,39.0,0.5,4,0,1,0.21599957,baja,Indecisos
12586,2010-12-06 09:31:00,2009-12-16 13:15:00,4,1848.73,185,118.0,0.2,4,1,2,0.85258424,alta,Desconectados
12588,2010-11-05 12:53:00,2010-04-21 12:22:00,4,724.08,215,66.0,0.2,4,1,1,0.8564952,alta,Indecisos
12589,2010-10-21 18:41:00,2010-01-19 12:26:00,9,2447.49,230,34.375,0.2727272727272727,9,1,1,0.84754515,alta,Indecisos
12590,2011-06-02 14:25:00,2010-04-12 07:20:00,5,9853.48,6,104.0,0.6,5,0,1,0.1735189,baja,Indecisos
12591,2011-01-26 14:35:00,2010-10-27 10:42:00,3,1338.95,133,45.5,0.0,3,0,2,0.4063834,media,Desconectados
12592,2011-05-10 13:44:00,2010-07-08 14:06:00,7,946.8199999999999,29,50.833333333333336,0.375,7,1,1,0.44575083,media,Indecisos
12593,2011-05-05 09:29:00,2011-05-05 09:29:00,1,236.0,35,0.0,0.0,1,1,0,0.7752129,alta,Diamante
12594,2011-06-09 10:05:00,2010-03-03 13:51:00,14,3514.2400000000002,0,35.53846153846154,0.11764705882352941,14,1,3,0.9770572,alta,Oro
12595,2010-07-23 09:10:00,2010-07-23 09:10:00,1,299.02,321,0.0,0.0,1,0,0,0.124657236,baja,Diamante
12596,2011-04-11 13:22:00,2011-04-11 13:22:00,1,269.95,58,0.0,0.0,1,1,0,0.58517843,media,Diamante
12597,2011-03-16 14:00:00,2011-03-16 14:00:00,1,516.15,84,0.0,0.2,1,1,1,0.993822,alta,Indecisos
12598,2011-05-03 10:09:00,2010-03-01 09:58:00,10,2677.33,37,47.55555555555556,0.26666666666666666,10,1,3,0.983045,alta,Oro
12599,2011-05-15 13:45:00,2010-05-11 10:42:00,9,1728.0,24,46.125,0.0,9,1,3,0.9483966,alta,Oro
